v2,2013-01-14T21:05:25Z,-83.18496168,42.50254862
v1,2013-01-14T21:05:26Z,-83.18825889,42.50307248
v2,2013-01-14T21:05:26Z,-83.18496207,42.50257029
v1,2013-01-14T21:05:27Z,-83.18813606,42.50307518
v2,2013-01-14T21:05:27Z,-83.18496245,42.50259196
v1,2013-01-14T21:05:28Z,-83.18801323,42.50307788
v2,2013-01-14T21:05:28Z,-83.18496283,42.50261364
v1,2013-01-14T21:05:29Z,-83.18789039,42.50308058
v2,2013-01-14T21:05:29Z,-83.18496322,42.50263531
v1,2013-01-14T21:05:30Z,-83.18776756,42.50308328
v2,2013-01-14T21:05:30Z,-83.18496360,42.50265698
v1,2013-01-14T21:05:31Z,-83.18764473,42.50308598
v2,2013-01-14T21:05:31Z,-83.18496398,42.50267866
v1,2013-01-14T21:05:32Z,-83.18752190,42.50308868
v2,2013-01-14T21:05:32Z,-83.18496437,42.50270033
v1,2013-01-14T21:05:33Z,-83.18739906,42.50309137
v2,2013-01-14T21:05:33Z,-83.18496475,42.50272200
v1,2013-01-14T21:05:34Z,-83.18727623,42.50309407
v2,2013-01-14T21:05:34Z,-83.18496513,42.50274367
v1,2013-01-14T21:05:35Z,-83.18715340,42.50309677
v2,2013-01-14T21:05:35Z,-83.18496551,42.50276535
v1,2013-01-14T21:05:36Z,-83.18703056,42.50309947
v2,2013-01-14T21:05:36Z,-83.18496590,42.50278702
v1,2013-01-14T21:05:37Z,-83.18690773,42.50310217
v2,2013-01-14T21:05:37Z,-83.18496628,42.50280869
v1,2013-01-14T21:05:38Z,-83.18678490,42.50310487
v2,2013-01-14T21:05:38Z,-83.18496666,42.50283036
v1,2013-01-14T21:05:39Z,-83.18666206,42.50310756
v2,2013-01-14T21:05:39Z,-83.18496705,42.50285204
v1,2013-01-14T21:05:40Z,-83.18653923,42.50311026
v2,2013-01-14T21:05:40Z,-83.18496743,42.50287371
v1,2013-01-14T21:05:41Z,-83.18641640,42.50311296
v2,2013-01-14T21:05:41Z,-83.18496781,42.50289538
v1,2013-01-14T21:05:42Z,-83.18629357,42.50311566
v2,2013-01-14T21:05:42Z,-83.18496819,42.50291706
v1,2013-01-14T21:05:43Z,-83.18617073,42.50311836
v2,2013-01-14T21:05:43Z,-83.18496858,42.50293873
v1,2013-01-14T21:05:44Z,-83.18604790,42.50312106
v2,2013-01-14T21:05:44Z,-83.18496896,42.50296040
v1,2013-01-14T21:05:45Z,-83.18592507,42.50312376
v2,2013-01-14T21:05:45Z,-83.18496934,42.50298207
v1,2013-01-14T21:05:46Z,-83.18580223,42.50312645
v2,2013-01-14T21:05:46Z,-83.18496973,42.50300375
v1,2013-01-14T21:05:47Z,-83.18567940,42.50312915
v2,2013-01-14T21:05:47Z,-83.18497011,42.50302542
v1,2013-01-14T21:05:48Z,-83.18555657,42.50313185
v2,2013-01-14T21:05:48Z,-83.18497049,42.50304709
v1,2013-01-14T21:05:49Z,-83.18543373,42.50313455
v2,2013-01-14T21:05:49Z,-83.18497088,42.50306876
v1,2013-01-14T21:05:50Z,-83.18531090,42.50313725
v2,2013-01-14T21:05:50Z,-83.18497126,42.50309044
v1,2013-01-14T21:05:51Z,-83.18518807,42.50313995
v2,2013-01-14T21:05:51Z,-83.18497164,42.50311211
v1,2013-01-14T21:05:52Z,-83.18506523,42.50314265
v2,2013-01-14T21:05:52Z,-83.18497202,42.50313378
v1,2013-01-14T21:05:53Z,-83.18494240,42.50314534
v2,2013-01-14T21:05:53Z,-83.18497241,42.50315545
v1,2013-01-14T21:05:54Z,-83.18481957,42.50314804
v2,2013-01-14T21:05:54Z,-83.18497279,42.50317713
v1,2013-01-14T21:05:55Z,-83.18469674,42.50315074
v2,2013-01-14T21:05:55Z,-83.18497317,42.50319880
v1,2013-01-14T21:05:56Z,-83.18457390,42.50315344
v2,2013-01-14T21:05:56Z,-83.18497356,42.50322047
v1,2013-01-14T21:05:57Z,-83.18445107,42.50315614
v2,2013-01-14T21:05:57Z,-83.18497394,42.50324215
v1,2013-01-14T21:05:58Z,-83.18432824,42.50315884
v2,2013-01-14T21:05:58Z,-83.18497432,42.50326382
v1,2013-01-14T21:05:59Z,-83.18420540,42.50316153
v2,2013-01-14T21:05:59Z,-83.18497471,42.50328549
